,Link,Code,For_rent_sale,Price,Area,Floor,Rooms,Dates
204,https://akcern.am/en/property/18798,Code - 460554,For rent,"2,000 USD",'Total area 202 m 2','Floor 3','Count of rooms 4',26.06.2021
205,https://akcern.am/en/property/10773,Code - 459593,For sale,"100,000 USD",'Total area 98 m 2','Floor 5','Count of rooms 4',26.06.2021
206,https://akcern.am/en/property/18823,Code - 360581,For sale,"105,000 USD",'Total area 63 m 2','Floor 13','Count of rooms 3',26.06.2021
207,https://akcern.am/en/property/19049,Code - 360803,For sale,"165,000 USD",'Total area 74 m 2','Floor 3','Count of rooms 3',26.06.2021
208,https://akcern.am/en/property/8597,Code - 40164,For rent,"1,700 USD",'Total area 127 m 2','Floor 2','Count of rooms 4',25.06.2021
209,https://akcern.am/en/property/19155,Code - 260909,For sale,"49,000 USD",'Total area 64 m 2','Floor 15','Count of rooms 2',25.06.2021
210,https://akcern.am/en/property/19245,Code - 161005,For sale,"32,000 USD",'Total area 37 m 2','Floor 5','Count of rooms 1',25.06.2021
211,https://akcern.am/en/property/12341,Code - 260253,For sale,"75,000 USD",'Total area 72 m 2','Floor 2','Count of rooms 2',25.06.2021
212,https://akcern.am/en/property/7079,Code - 22607,For sale,"125,000 USD",'Total area 74 m 2','Floor 2','Count of rooms 2',25.06.2021
213,https://akcern.am/en/property/890,Code - 31759,For sale,"115,000 USD",'Total area 96 m 2','Floor 1','Count of rooms 3',25.06.2021
214,https://akcern.am/en/property/697,Code - 30595,For sale,"100,000 USD",'Total area 100 m 2','Floor 2','Count of rooms 3',25.06.2021
215,https://akcern.am/en/property/1175,Code - 21987,For sale,"17,000 USD",'Total area 52 m 2','Floor 4','Count of rooms 2',25.06.2021
216,https://akcern.am/en/property/1191,Code - 21996,For sale,"70,000 USD",'Total area 95 m 2','Floor 5','Count of rooms 2',25.06.2021
217,https://akcern.am/en/property/1821,Code - 22170,For sale,"175,000 USD",'Total area 83 m 2','Floor 5','Count of rooms 2',25.06.2021
218,https://akcern.am/en/property/4338,Code - 40637,For sale,"75,000 USD",'Total area 118 m 2','Floor 13','Count of rooms 4',25.06.2021
219,https://akcern.am/en/property/4733,Code - 40649,For sale,"70,000 USD",'Total area 118 m 2','Floor 1','Count of rooms 4',25.06.2021
220,https://akcern.am/en/property/19241,Code - 361001,For rent,750 USD,'Total area 82 m 2','Floor 8','Count of rooms 3',25.06.2021
221,https://akcern.am/en/property/9961,Code - 359040,For sale,"90,000 USD",'Total area 100 m 2','Floor 4','Count of rooms 3',25.06.2021
222,https://akcern.am/en/property/9960,Code - 359039,For sale,"90,000 USD",'Total area 100 m 2','Floor 3','Count of rooms 3',25.06.2021
223,https://akcern.am/en/property/9959,Code - 359038,For sale,"90,000 USD",'Total area 100 m 2','Floor 2','Count of rooms 3',25.06.2021
224,https://akcern.am/en/property/9958,Code - 359037,For sale,"90,000 USD",'Total area 100 m 2','Floor 5','Count of rooms 3',25.06.2021
225,https://akcern.am/en/property/9957,Code - 359036,For sale,"90,000 USD",'Total area 100 m 2','Floor 3','Count of rooms 3',25.06.2021
226,https://akcern.am/en/property/9956,Code - 359035,For sale,"90,000 USD",'Total area 100 m 2','Floor 2','Count of rooms 3',25.06.2021
227,https://akcern.am/en/property/19240,Code - 161000,For sale,"52,000 USD",'Total area 38 m 2','Floor 2','Count of rooms 1',25.06.2021
228,https://akcern.am/en/property/19239,Code - 360999,For sale,"60,000 USD",'Total area 76 m 2','Floor 2','Count of rooms 3',25.06.2021
229,https://akcern.am/en/property/19237,Code - 460996,For sale,"80,000 USD",'Total area 85 m 2','Floor 5','Count of rooms 4',25.06.2021
230,https://akcern.am/en/property/19238,Code - 260997,For sale,"67,000 USD",'Total area 70 m 2','Floor 2','Count of rooms 2',25.06.2021
231,https://akcern.am/en/property/19218,Code - 260974,For sale,"44,000 USD",'Total area 57 m 2','Floor 2','Count of rooms 2',25.06.2021
232,https://akcern.am/en/property/11652,Code - 460000,For sale,"87,000 USD",'Total area 95 m 2','Floor 14','Count of rooms 4',25.06.2021
233,https://akcern.am/en/property/19220,Code - 860977,For sale,"76,000 USD",'Total area 109 m 2','Floor 3','Count of rooms 3',24.06.2021
234,https://akcern.am/en/property/19219,Code - 260976,For sale,"125,000 USD",'Total area 70 m 2','Floor 5','Count of rooms 2',24.06.2021
235,https://akcern.am/en/property/6823,Code - 32889,For sale,"130,000 USD",'Total area 83 m 2','Floor 1','Count of rooms 3',24.06.2021
236,https://akcern.am/en/property/6747,Code - 32888,For sale,"82,000 USD",'Total area 76 m 2','Floor 6','Count of rooms 3',24.06.2021
237,https://akcern.am/en/property/6436,Code - 32875,For sale,"65,000 USD",'Total area 100 m 2','Floor 4','Count of rooms 3',24.06.2021
238,https://akcern.am/en/property/19233,Code - 260992,For sale,"72,000 USD",'Total area 69 m 2','Floor 6','Count of rooms 2',24.06.2021
239,https://akcern.am/en/property/5845,Code - 32850,For sale,"165,000 USD",'Total area 92 m 2','Floor 1','Count of rooms 3',24.06.2021
240,https://akcern.am/en/property/12554,Code - 30731,For rent,"1,200 USD",'Total area 100 m 2','Floor 4','Count of rooms 3',24.06.2021
241,https://akcern.am/en/property/19221,Code - 260982,For sale,"300,000 USD",'Total area 81 m 2','Floor 4','Count of rooms 2',24.06.2021
242,https://akcern.am/en/property/1369,Code - 40323,For sale,"360,000 USD",'Total area 170 m 2','Floor 10','Count of rooms 4',24.06.2021
243,https://akcern.am/en/property/19231,Code - 260989,For sale,"48,000 USD",'Total area 56 m 2','Floor 4','Count of rooms 2',24.06.2021
244,https://akcern.am/en/property/19222,Code - 260984,For rent,800 USD,'Total area 81 m 2','Floor 4','Count of rooms 2',24.06.2021
245,https://akcern.am/en/property/15519,Code - 360313,For sale,"155,000 USD",'Total area 92 m 2','Floor 1','Count of rooms 3',24.06.2021
246,https://akcern.am/en/property/19230,Code - 260988,For sale,"71,000 USD",'Total area 59 m 2','Floor 10','Count of rooms 2',24.06.2021
247,https://akcern.am/en/property/9369,Code - 11048,For sale,"66,000 USD",'Total area 47 m 2','Floor 1','Count of rooms 1',24.06.2021
248,https://akcern.am/en/property/13608,Code - 11032,For sale,"62,000 USD",'Total area 48 m 2','Floor 2','Count of rooms 1',24.06.2021
249,https://akcern.am/en/property/11145,Code - 11022,For sale,"73,000 USD",'Total area 38 m 2','Floor 3','Count of rooms 1',24.06.2021
250,https://akcern.am/en/property/9934,Code - 359009,For sale,"82,000 USD",'Total area 91 m 2','Floor 4','Count of rooms 3',24.06.2021
251,https://akcern.am/en/property/19067,Code - 260822,For rent,300 USD,'Total area 44 m 2','Floor 11','Count of rooms 2',24.06.2021
252,https://akcern.am/en/property/12772,Code - 160260,For sale,"46,000 USD",'Total area 32 m 2','Floor 2','Count of rooms 1',24.06.2021
253,https://akcern.am/en/property/10008,Code - 159136,For sale,"53,000 USD",'Total area 52 m 2','Floor 11','Count of rooms 1',24.06.2021
254,https://akcern.am/en/property/576,Code - 30318,For rent,600 USD,'Total area 98 m 2','Floor 2','Count of rooms 3',24.06.2021
255,https://akcern.am/en/property/4939,Code - 32782,For sale,"160,000 USD",'Total area 98 m 2','Floor 2','Count of rooms 3',24.06.2021
256,https://akcern.am/en/property/10329,Code - 259412,For sale,"62,000 USD",'Total area 68 m 2','Floor 2','Count of rooms 2',24.06.2021
257,https://akcern.am/en/property/19217,Code - 360975,For sale,"230,000 USD",'Total area 95 m 2','Floor 3','Count of rooms 3',24.06.2021
258,https://akcern.am/en/property/18874,Code - 160580,For rent,450 USD,'Total area 47 m 2','Floor 2','Count of rooms 1',24.06.2021
259,https://akcern.am/en/property/2851,Code - 32699,For sale,"270,000 USD",'Total area 138 m 2','Floor 15','Count of rooms 3',24.06.2021
260,https://akcern.am/en/property/12085,Code - 10390,For rent,300 USD,'Total area 28 m 2','Floor 2','Count of rooms 1',24.06.2021
261,https://akcern.am/en/property/19214,Code - 360969,For sale,"120,000 USD",'Total area 89 m 2','Floor 5','Count of rooms 3',24.06.2021
262,https://akcern.am/en/property/4432,Code - 32752,For sale,"62,000 USD",'Total area 93 m 2','Floor 16','Count of rooms 3',23.06.2021
263,https://akcern.am/en/property/19211,Code - 260966,For sale,"170,000 USD",'Total area 60 m 2','Floor 8','Count of rooms 2',23.06.2021
264,https://akcern.am/en/property/9948,Code - 259026,For rent,400 USD,'Total area 45 m 2','Floor 11','Count of rooms 2',23.06.2021
265,https://akcern.am/en/property/13518,Code - 20581,For rent,370 USD,'Total area 53 m 2','Floor 5','Count of rooms 2',23.06.2021
266,https://akcern.am/en/property/4191,Code - 32739,For sale,"195,000 USD",'Total area 142 m 2','Floor 3','Count of rooms 3',23.06.2021
267,https://akcern.am/en/property/4042,Code - 32725,For sale,"60,000 USD",'Total area 69 m 2','Floor 1','Count of rooms 3',23.06.2021
268,https://akcern.am/en/property/9347,Code - 10888,For sale,"65,000 USD",'Total area 48 m 2','Floor 4','Count of rooms 1',23.06.2021
269,https://akcern.am/en/property/18986,Code - 260743,For rent,153 USD,'Total area 60 m 2','Floor 2','Count of rooms 2',23.06.2021
270,https://akcern.am/en/property/6846,Code - 33077,For sale,"110,000 USD",'Total area 91 m 2','Floor ','Count of rooms 3',23.06.2021
271,https://akcern.am/en/property/9221,Code - 10416,For rent,300 USD,'Total area 27 m 2','Floor 5','Count of rooms 1',23.06.2021
272,https://akcern.am/en/property/4756,Code - 30525,For rent,500 USD,'Total area 77 m 2','Floor 3','Count of rooms 3',23.06.2021
273,https://akcern.am/en/property/16874,Code - 30550,For rent,450 USD,'Total area 72 m 2','Floor 8','Count of rooms 3',23.06.2021
274,https://akcern.am/en/property/12165,Code - 360144,For sale,"115,000 USD",'Total area 72 m 2','Floor 4','Count of rooms 3',23.06.2021
275,https://akcern.am/en/property/670,Code - 10394,For rent,350 USD,'Total area 45 m 2','Floor 5','Count of rooms 1',23.06.2021
276,https://akcern.am/en/property/15434,Code - 20862,For rent,330 USD,'Total area 44 m 2','Floor 4','Count of rooms 2',23.06.2021
277,https://akcern.am/en/property/7059,Code - 30568,For rent,400 USD,'Total area 85 m 2','Floor 3','Count of rooms 3',22.06.2021
278,https://akcern.am/en/property/9150,Code - 11064,For sale,"115,000 USD",'Total area 52 m 2','Floor 6','Count of rooms 1',22.06.2021
279,https://akcern.am/en/property/15719,Code - 10377,For rent,350 USD,'Total area 48 m 2','Floor 2','Count of rooms 1',22.06.2021
280,https://akcern.am/en/property/3566,Code - 32647,For sale,"100,000 USD",'Total area 83 m 2','Floor 8','Count of rooms 3',22.06.2021
281,https://akcern.am/en/property/10005,Code - 359096,For sale,"450,000 USD",'Total area 130 m 2','Floor 9','Count of rooms 3',22.06.2021
282,https://akcern.am/en/property/19213,Code - 360968,For sale,"200,000 USD",'Total area 112 m 2','Floor 2','Count of rooms 3',22.06.2021
283,https://akcern.am/en/property/8337,Code - 22631,For sale,"58,000 USD",'Total area 65 m 2','Floor 5','Count of rooms 2',22.06.2021
284,https://akcern.am/en/property/2791,Code - 32461,For sale,"62,000 USD",'Total area 69 m 2','Floor 4','Count of rooms 3',22.06.2021
285,https://akcern.am/en/property/19209,Code - 360964,For sale,"76,000 USD",'Total area 95 m 2','Floor 3','Count of rooms 3',22.06.2021
286,https://akcern.am/en/property/19212,Code - 260967,For rent,300 USD,'Total area 86 m 2','Floor 2','Count of rooms 2',22.06.2021
287,https://akcern.am/en/property/7335,Code - 22074,For sale,"70,000 USD",'Total area 86 m 2','Floor 2','Count of rooms 2',22.06.2021
288,https://akcern.am/en/property/19178,Code - 360933,For sale,"57,000 USD",'Total area 73 m 2','Floor 6','Count of rooms 3',22.06.2021
289,https://akcern.am/en/property/13702,Code - 359365,For sale,"65,000 USD",'Total area 77 m 2','Floor 9','Count of rooms 3',22.06.2021
290,https://akcern.am/en/property/2086,Code - 30418,For rent,650 USD,'Total area 88 m 2','Floor 2','Count of rooms 3',22.06.2021
291,https://akcern.am/en/property/9219,Code - 32103,For sale,"320,000 USD",'Total area 114 m 2','Floor 3','Count of rooms 3',22.06.2021
292,https://akcern.am/en/property/19208,Code - 160963,For rent,"1,200 USD",'Total area 42 m 2','Floor 4','Count of rooms 1',22.06.2021
293,https://akcern.am/en/property/1317,Code - 32308,For sale,"103,000 USD",'Total area 97 m 2','Floor 10','Count of rooms 3',22.06.2021
294,https://akcern.am/en/property/2630,Code - 32403,For sale,"75,000 USD",'Total area 86 m 2','Floor 1','Count of rooms 3',21.06.2021
295,https://akcern.am/en/property/1404,Code - 31950,For sale,"190,000 USD",'Total area 92 m 2','Floor 1','Count of rooms 3',21.06.2021
296,https://akcern.am/en/property/1132,Code - 31650,For sale,"120,000 USD",'Total area 88 m 2','Floor 2','Count of rooms 3',21.06.2021
297,https://akcern.am/en/property/18906,Code - 360668,For sale,"103,000 USD",'Total area 78 m 2','Floor 14','Count of rooms 3',21.06.2021
298,https://akcern.am/en/property/13018,Code - 40083,For rent,"2,800 USD",'Total area 148 m 2','Floor 4','Count of rooms 4',21.06.2021
299,https://akcern.am/en/property/17305,Code - 31582,For sale,"110,000 USD",'Total area 107 m 2','Floor 4','Count of rooms 3',21.06.2021
300,https://akcern.am/en/property/12194,Code - 80043,For rent,600 USD,'Total area 103 m 2','Floor ','Count of rooms 3',21.06.2021
301,https://akcern.am/en/property/1938,Code - 30398,For rent,600 USD,'Total area 69 m 2','Floor 9','Count of rooms 3',21.06.2021
302,https://akcern.am/en/property/12834,Code - 10357,For rent,350 USD,'Total area 42 m 2','Floor 9','Count of rooms 1',21.06.2021
303,https://akcern.am/en/property/9452,Code - 458435,For sale,"430,000 USD",'Total area 139 m 2',,'Count of rooms 4',21.06.2021
304,https://akcern.am/en/property/834,Code - 31341,For sale,"145,000 USD",'Total area 96 m 2','Floor 1','Count of rooms 3',21.06.2021
305,https://akcern.am/en/property/8235,Code - 22199,For sale,"160,000 USD",'Total area 69 m 2','Floor ','Count of rooms 2',21.06.2021
306,https://akcern.am/en/property/8340,Code - 40591,For sale,"71,000 USD",'Total area 88 m 2','Floor 6','Count of rooms 4',21.06.2021
307,https://akcern.am/en/property/19198,Code - 360953,For sale,"90,000 USD",'Total area 79 m 2','Floor 9','Count of rooms 3',21.06.2021
308,https://akcern.am/en/property/19190,Code - 260946,For sale,"45,000 USD",'Total area 46 m 2','Floor 2','Count of rooms 2',21.06.2021
309,https://akcern.am/en/property/19189,Code - 260944,For sale,"75,000 USD",'Total area 56 m 2','Floor 3','Count of rooms 2',21.06.2021
310,https://akcern.am/en/property/7766,Code - 80430,For sale,"130,000 USD",'Total area 155 m 2','Floor ','Count of rooms 5',19.06.2021
311,https://akcern.am/en/property/5240,Code - 22554,For sale,"80,000 USD",'Total area 73 m 2','Floor 1','Count of rooms 2',19.06.2021
312,https://akcern.am/en/property/19192,Code - 260947,For sale,"75,000 USD",'Total area 75 m 2','Floor 11','Count of rooms 2',19.06.2021
313,https://akcern.am/en/property/19193,Code - 260948,For sale,"68,000 USD",'Total area 69 m 2','Floor 1','Count of rooms 2',19.06.2021
314,https://akcern.am/en/property/5290,Code - 20580,For rent,600 USD,'Total area 65 m 2','Floor 8','Count of rooms 2',19.06.2021
315,https://akcern.am/en/property/6829,Code - 20617,For rent,750 USD,'Total area 39 m 2','Floor 10','Count of rooms 2',19.06.2021
316,https://akcern.am/en/property/7946,Code - 30586,For rent,800 USD,'Total area 90 m 2','Floor 9','Count of rooms 3',19.06.2021
317,https://akcern.am/en/property/16456,Code - 40810,For sale,"720,000 USD",'Total area 176 m 2','Floor 14','Count of rooms 4',19.06.2021
318,https://akcern.am/en/property/8231,Code - 20635,For rent,800 USD,'Total area 60 m 2','Floor 8','Count of rooms 2',19.06.2021
319,https://akcern.am/en/property/5791,Code - 20605,For rent,600 USD,'Total area 48 m 2','Floor 5','Count of rooms 2',19.06.2021
320,https://akcern.am/en/property/1543,Code - 20422,For rent,"1,200 USD",'Total area 90 m 2','Floor 5','Count of rooms 2',19.06.2021
321,https://akcern.am/en/property/5790,Code - 20604,For rent,700 USD,'Total area 59 m 2','Floor 5','Count of rooms 2',19.06.2021
322,https://akcern.am/en/property/19036,Code - 260791,For sale,"158,000 USD",'Total area 61 m 2','Floor 10','Count of rooms 2',18.06.2021
323,https://akcern.am/en/property/6671,Code - 10563,For rent,500 USD,'Total area 38 m 2','Floor 3','Count of rooms 1',18.06.2021
324,https://akcern.am/en/property/10323,Code - 259403,For sale,"117,000 USD",'Total area 58 m 2','Floor 4','Count of rooms 2',18.06.2021
325,https://akcern.am/en/property/3922,Code - 80339,For sale,"120,000 USD",'Total area 95 m 2','Floor 1','Count of rooms 4',18.06.2021
326,https://akcern.am/en/property/15267,Code - 32596,For sale,"77,000 USD",'Total area 91 m 2','Floor 3','Count of rooms 3',18.06.2021
327,https://akcern.am/en/property/7174,Code - 22069,For sale,"65,000 USD",'Total area 64 m 2','Floor 14','Count of rooms 2',18.06.2021
328,https://akcern.am/en/property/19184,Code - 860939,For sale,"400,000 USD",'Total area 163 m 2','Floor 1','Count of rooms 6',18.06.2021
329,https://akcern.am/en/property/7365,Code - 20625,For rent,420 USD,'Total area 42 m 2','Floor 3','Count of rooms 2',17.06.2021
330,https://akcern.am/en/property/8052,Code - 30588,For rent,900 USD,'Total area 96 m 2','Floor 3','Count of rooms 3',17.06.2021
331,https://akcern.am/en/property/19025,Code - 360780,For sale,"56,000 USD",'Total area 82 m 2','Floor 1','Count of rooms 3',17.06.2021
332,https://akcern.am/en/property/19142,Code - 260896,For rent,550 USD,'Total area 70 m 2','Floor 8','Count of rooms 2',17.06.2021
